Name,Gene_ID,GenomeBuild,Chr,Accession,overallMeanByCpGacross50data
cg11648996,170062,36,X,NM_152631.1,0.874223328
cg11649001,23070,36,6,NM_015050.1,0.060366288
cg11649654,1161,36,5,NM_001007233.1,0.048412023
cg11649825,25980,36,20,NM_015511.2,0.058282841
cg11649846,346673,36,7,NM_182489.1,0.797244884
cg11651717,23461,36,17,NM_018672.2,0.03243548
cg11653266,64978,36,17,NM_032478.2,0.034941182
cg11653271,51728,36,16,NM_016310.2,0.039279404
cg11653466,389649,36,8,NM_207412.1,0.500822219
cg11653500,10253,36,13,NM_005842.2,0.073092796
cg11653709,1029,36,9,NT_008413.17,0.207271147
cg11653858,9058,36,17,NM_003984.1,0.763438275
cg11653864,2002,36,X,NM_005229.2,0.282799037
cg11654333,1633,36,4,NM_000788.1,0.044270773
cg11654620,1890,36,22,NM_001953.2,0.034927931
cg11654737,594,36,6,NM_000056.2,0.093527566
cg11655418,6204,36,6,NM_001014.3,0.056249985
cg11655691,10367,36,10,NM_006077.1,0.049402322
cg11656547,256691,36,9,NM_153267.3,0.118271982
cg11657615,29800,36,16,NM_013304.1,0.132949624
cg11657808,6262,36,1,NM_001035.1,0.082876458
cg11659747,950,36,4,NM_005506.2,0.100698169
cg11661234,51132,36,X,NM_016120.2,0.183899355
cg11662098,57120,36,6,NM_020399.2,0.044505688
cg11664825,402415,36,X,NM_212559.1,0.27251544
cg11665562,5700,36,14,NM_002802.2,0.045206414
cg11665588,143686,36,11,NM_144665.2,0.050494449
cg11666924,6814,36,1,NM_007269.1,0.053644935
cg11667117,763,36,16,NM_001739.1,0.823064739
cg11667754,999,36,16,NM_004360.2,0.081124106
cg11668512,23051,36,20,NM_015035.3,0.891208122
cg11668844,23263,36,13,NM_024979.2,0.203218652
cg11668923,8038,36,10,NM_003474.3,0.075973809
cg11670211,50507,36,11,NM_016931.2,0.081402517
cg11672225,91445,36,22,NM_152267.2,0.108261903
cg11673092,219681,36,10,NM_173081.1,0.11937799
cg11673803,2746,36,10,NM_005271.1,0.352633573
cg11673969,2050,36,7,NM_004444.4,0.06388946
cg11674404,116966,36,4,NM_181265.2,0.066475389
cg11675413,140432,36,13,NM_178861.3,0.940468968
cg11676109,25988,36,11,NM_198971.1,0.032920602
cg11676599,59338,36,10,NM_021622.3,0.05663356
cg11677722,54623,36,19,NM_019088.2,0.033719851
cg11678767,1288,36,X,NM_001847.1,0.155954927
cg11679069,29103,36,13,NM_013238.2,0.713937326
cg11680158,158219,36,9,NM_152574.1,0.072323379
cg11680236,10201,36,3,NM_005793.3,0.040503472
cg11680741,4626,36,17,NM_002472.1,0.617668144
cg11681073,8454,36,7,NM_003592.2,0.033763003
cg11681617,139716,36,X,NM_080612.1,0.141722495
cg11682508,253868,36,20,NM_152757.1,0.58162149
cg11688219,90326,36,1,NM_138350.2,0.069191168
cg11688469,7135,36,1,NM_003281.3,0.814740485
cg11688990,79959,36,18,NM_024899.2,0.774348468
cg11691938,201973,36,4,NM_152683.1,0.041965077
cg11692021,2784,36,12,NM_002075.2,0.600617525
cg11692477,30061,36,2,NM_014585.3,0.034318077
cg11693019,57016,36,7,NM_020299.3,0.766889805
cg11694641,5250,36,12,NM_002635.2,0.043401229
cg11695266,10049,36,7,NM_005494.2,0.058246005
cg11695358,225689,36,8,NM_139021.1,0.819511346
cg11695601,1123,36,2,NM_001025201.1,0.063069547
cg11695684,1144,36,2,NM_000751.1,0.781110413
cg11696575,54556,36,7,NM_019071.2,0.036083721
cg11697652,55729,36,12,NM_018179.3,0.054430232
cg11698653,140458,36,4,NM_080874.2,0.678743768
cg11698762,84058,36,2,NM_032118.2,0.063273105
cg11700429,64682,36,2,NM_022662.2,0.020391731
cg11700584,6166,36,14,NM_001001.3,0.177086834
cg11701148,9172,36,8,NM_003970.1,0.26345687
cg11703011,5270,36,2,NM_006216.2,0.040826947
cg11705439,5589,36,19,NM_002743.2,0.033275437
cg11706111,7567,36,16,NM_006961.2,0.788444002
cg11706163,735,36,5,NM_001737.2,0.537812009
cg11706746,26229,36,11,NM_012200.2,0.026710688
cg11706911,79814,36,1,NM_024758.3,0.178746739
cg11710000,7976,36,8,NM_017412.2,0.044691831
cg11710560,83900,36,17,NM_031962.2,0.839807342
cg11710969,219681,36,10,NM_173081.1,0.203164672
cg11712199,80034,36,2,NM_024969.2,0.671333796
cg11713008,10247,36,8,NM_005836.2,0.052558215
cg11713029,338657,36,11,NM_198489.1,0.027252156
cg11713336,7322,36,5,NM_181838.1,0.039894978
cg11714014,55879,36,X,NM_018558.1,0.265025561
cg11714502,203,36,9,NM_000476.1,0.29355197
cg11715903,10979,36,14,NM_006832.1,0.024013339
cg11715966,83987,36,19,NM_032040.1,0.795567307
cg11715999,516,36,17,NM_005175.2,0.042606335
cg11716026,283120,36,11,NT_009237.17,0.78609214
cg11717557,10717,36,1,NM_006594.1,0.042452631
cg11718090,388677,36,1,NM_203458.2,0.099979636
cg11718315,54956,36,15,NM_017851.4,0.086534516
cg11719157,5306,36,17,NM_006224.2,0.495358132
cg11719283,64763,36,19,NM_022752.3,0.690326354
cg11719297,54101,36,21,NM_020639.2,0.261851654
cg11719412,4715,36,8,NM_005005.1,0.032729107
cg11719452,56257,36,7,NM_019606.4,0.045507164
cg11719784,134,36,1,NM_000674.1,0.627700109
cg11720778,91151,36,16,NM_033208.2,0.885572327
cg11721194,57823,36,1,NM_021181.3,0.635724776
cg11722531,10297,36,19,NM_005883.2,0.070267675
cg11722639,79035,36,12,NM_024068.2,0.026510763
cg11724134,80352,36,6,NM_025236.2,0.052162511
cg11724759,6121,36,1,NM_000329.2,0.566531396
cg11726593,3612,36,8,NM_005536.2,0.255943339
cg11727029,55898,36,15,NM_018671.2,0.065142511
cg11730100,2237,36,11,NM_004111.4,0.070311097
cg11730691,79671,36,11,NM_024618.2,0.038098209
cg11730961,6421,36,1,NM_005066.1,0.066666495
cg11732619,6586,36,5,NM_003062.1,0.052173388
cg11733245,3559,36,10,NM_000417.1,0.5575722
cg11735358,515,36,1,NM_001688.3,0.023701316
cg11735605,22807,36,2,NM_016260.1,0.043143972
cg11736869,150962,36,2,NM_144709.1,0.11795317
cg11738011,80324,36,12,NM_001002019.1,0.042282265
cg11738543,8835,36,12,NT_019546.15,0.129079156
cg11739626,84335,36,19,NM_032375.2,0.756578629
cg11743470,51301,36,5,NM_016591.1,0.605582264
cg11743795,7871,36,3,NM_007159.2,0.038938416
cg11744351,5412,36,13,NM_007106.2,0.043807325
cg11745019,284,36,8,NM_001146.3,0.079559975
cg11747499,54434,36,12,NM_018984.2,0.115279456
cg11747771,2731,36,9,NM_000170.1,0.038648097
cg11748006,826,36,19,NM_001003962.1,0.057204521
cg11750183,55071,36,9,NM_017998.1,0.071049969
cg11750883,54544,36,1,NM_019060.1,0.673794837
cg11752275,10578,36,2,NM_006433.2,0.686931563
cg11754095,1519,36,4,NM_001334.2,0.092349197
cg11754206,9312,36,8,NM_004770.2,0.129611196
cg11754343,4927,36,17,NM_002532.3,0.05354142
cg11754676,7556,36,12,NM_015394.4,0.029047755
cg11756837,5564,36,12,NM_006253.4,0.052999703
cg11757293,90990,36,8,NM_145754.2,0.151715867
cg11759378,151871,36,3,NM_138815.2,0.797637781
cg11761535,116441,36,3,NM_138786.1,0.697277002
cg11762346,80201,36,10,NM_025130.2,0.666862779
cg11762629,10106,36,12,NM_005730.2,0.051692959
cg11763112,22832,36,6,NM_014895.1,0.040144669
cg11764747,1947,36,X,NT_011669.16,0.252149559
cg11765205,115761,36,13,NM_138450.3,0.210079738
cg11766698,7385,36,16,NM_003366.2,0.084787305
cg11767711,333,36,19,NM_001024807.1,0.810675133
cg11768416,196477,36,12,NM_152638.2,0.97199746
cg11768886,55351,36,4,NM_018401.1,0.056178517
cg11769360,64167,36,5,NM_022350.1,0.850707264
cg11772764,89765,36,21,NM_080860.2,0.02910836
cg11777321,7008,36,22,NM_003216.2,0.042838105
cg11778001,4664,36,2,NM_005966.3,0.179259131
cg11780382,81688,36,6,NM_030939.3,0.052258061
cg11780934,124930,36,17,NM_152345.3,0.042685098
cg11781389,89944,36,11,NM_138342.2,0.072249304
cg11783451,90693,36,7,NM_138771.2,0.043334085
cg11783497,3557,36,2,NM_000577.3,0.694290367
cg11784281,165100,36,2,NM_152614.1,0.847782368
cg11784785,9152,36,11,NM_004211.1,0.092646034
cg11786750,51143,36,3,NM_016141.1,0.049003021
cg11787522,64220,36,15,NM_022369.2,0.437026353
cg11787828,29078,36,6,NM_014165.1,0.09561801
cg11787839,84223,36,3,NM_032263.2,0.068222447
cg11790217,8554,36,15,NM_016166.1,0.049733763
cg11792483,57168,36,22,NM_020437.3,0.031511779
cg11792664,10975,36,19,NM_006830.2,0.05387098
cg11793332,1997,36,13,NM_172373.2,0.319118495
cg11793380,114904,36,22,NM_031910.3,0.754373633
cg11794728,11278,36,13,NM_016285.2,0.050473571
cg11795262,54815,36,19,NM_017660.2,0.866124908
cg11797883,81873,36,9,NM_030978.1,0.02643444
cg11797994,60529,36,11,NT_009237.17,0.330649809
cg11799561,26952,36,4,NM_012390.3,0.718753938
cg11800672,55630,36,8,NM_130849.1,0.730363234
cg11801011,50944,36,19,NM_016148.1,0.584270021
cg11801374,140706,36,20,NM_080625.2,0.759694234
cg11802013,595,36,11,NT_078088.3,0.814971348
cg11802692,55033,36,7,NM_017946.2,0.066682421
cg11804789,8530,36,20,NM_003650.2,0.467005479
cg11806389,55663,36,19,NM_017908.1,0.050747617
cg11806565,5255,36,X,NM_002637.1,0.235878691
cg11806749,8464,36,6,NM_181356.1,0.042408609
cg11808544,360132,36,7,NM_182827.1,0.232975901
cg11808757,85378,36,22,NM_001008658.1,0.169625431
cg11808874,84908,36,2,NM_032822.1,0.677102108
cg11809085,9966,36,9,NM_005118.2,0.635860315
cg11809091,56129,36,5,NM_018940.2,0.314153704
cg11810837,64860,36,X,NM_022838.2,0.152636718
cg11811840,54658,36,2,NM_000463.2,0.827405161
cg11812202,5406,36,10,NM_000936.2,0.805583318
cg11812218,2693,36,3,NM_198407.1,0.096780503
cg11814446,23592,36,12,NM_014319.3,0.077869661
cg11815363,3775,36,1,NM_002245.2,0.043397233
cg11816577,7531,36,17,NM_006761.3,0.101345202
cg11819013,3615,36,3,NM_000884.2,0.034156938
cg11819429,22985,36,14,NM_014977.1,0.06932385
cg11819637,7066,36,3,NM_000460.2,0.660999626
cg11820497,84971,36,19,NM_032885.4,0.036187684
cg11820734,51318,36,2,NM_016622.2,0.047357215
cg11821147,83591,36,12,NM_031435.1,0.029793459
cg11821536,123016,36,14,NM_198309.2,0.023529243
cg11821702,2315,36,9,NM_005511.1,0.860327158
cg11822659,55816,36,20,NM_018431.3,0.107381044
cg11822772,55609,36,X,NM_017666.2,0.476569138
cg11822932,4005,36,11,NM_005574.2,0.629398628
cg11822964,5739,36,19,NM_000960.3,0.703847196
cg11823654,80119,36,15,NM_025049.1,0.041574193
cg11824111,1736,36,X,NM_001363.2,0.18564262
cg11825652,858,36,7,NM_001233.3,0.402349139
cg11826116,468,36,22,NM_182810.1,0.075861039
cg11826486,7117,36,4,NM_183049.2,0.669601041
cg11827101,339789,36,2,NM_207358.1,0.720654303
cg11827595,55845,36,3,NM_018462.4,0.080902361
cg11828089,83698,36,7,NM_031468.2,0.878866693
cg11828669,7597,36,14,NM_006977.2,0.050251319
cg11830061,11172,36,9,NM_007179.2,0.919065204
cg11832543,84066,36,1,NM_032126.1,0.912993031
cg11832722,1825,36,18,NM_001941.2,0.117758209
cg11832727,473,36,1,NM_012102.2,0.049524046
cg11833861,26022,36,17,NM_015544.2,0.137314562
cg11834681,1553,36,19,NM_000766.3,0.834146699
cg11835197,339488,36,1,NM_178548.2,0.651243204
cg11835355,80833,36,22,NM_030644.1,0.803275397
cg11837864,79137,36,2,NM_024293.2,0.033828392
cg11839979,84187,36,X,NM_032227.1,0.181007464
cg11840168,5932,36,18,NM_002894.2,0.040647683
cg11840540,53827,36,19,NM_014164.4,0.047447933
cg11841758,4116,36,1,NM_002370.2,0.062475187
cg11843304,5800,36,12,NT_009714.16,0.742794104
cg11843691,23158,36,4,NM_015130.1,0.051029162
cg11843760,1676,36,1,NM_004401.2,0.031885398
cg11844110,388732,36,1,XR_000522.1,0.061497648
cg11845202,196374,36,12,NM_173352.1,0.863612167
cg11846236,1294,36,3,NM_000094.2,0.145845707
cg11846543,23095,36,1,NM_183416.2,0.064677769
cg11846956,5655,36,19,NT_011109.15,0.087016652
cg11846968,51297,36,20,NM_016583.2,0.64406917
cg11847459,51562,36,14,NM_016586.1,0.032339799
cg11847808,2046,36,1,NM_001006943.1,0.139090569
cg11847949,1589,36,6,NM_000500.5,0.725291161
cg11848539,27242,36,6,NM_014452.3,0.03194134
cg11849692,8861,36,10,NM_003893.3,0.735982576
cg11850311,3397,36,20,NM_181353.1,0.040931267
cg11851098,164684,36,22,NM_152613.1,0.889132349
cg11852073,54964,36,1,NM_017860.3,0.907786057
cg11852814,257068,36,3,NM_153268.1,0.059867717
cg11854007,317716,36,20,NM_173859.1,0.294027445
cg11854877,8263,36,X,NM_012151.3,0.315376196
cg11856093,8289,36,1,NM_006015.3,0.074247899
cg11856697,64446,36,17,NM_023036.1,0.834479639
cg11856918,526,36,8,NM_001693.2,0.027337936
cg11857445,26574,36,17,NM_012138.3,0.04855909
cg11858029,29914,36,1,NM_013319.1,0.654250539
cg11860203,6347,36,17,NM_002982.3,0.235623893
cg11861730,2113,36,11,NM_005238.2,0.050291888
cg11864993,57717,36,5,NM_020957.1,0.310364657
cg11867686,5499,36,11,NM_002708.3,0.073672004
cg11868029,1075,36,11,NM_001814.2,0.042735303
cg11868900,79645,36,8,NM_024593.2,0.093271413
cg11869721,51108,36,16,NM_016025.2,0.03783433
cg11871280,9194,36,12,NM_004731.3,0.830310828
cg11871549,170261,36,X,NM_173798.2,0.180704981
cg11873854,158062,36,9,NM_198946.2,0.571444304
cg11874272,942,36,3,NM_006889.2,0.615210266
cg11876012,79622,36,16,NM_024571.2,0.902872423
cg11876919,10363,36,15,NM_018200.2,0.046925823
cg11877382,144423,36,12,NM_144669.1,0.12475908
cg11879188,28,36,9,NM_020469.2,0.771036006
cg11879480,120103,36,11,NM_152313.2,0.105320565
cg11879514,9120,36,17,NM_004694.2,0.129903984
cg11879577,23204,36,16,NM_015161.1,0.133581514
cg11880010,23273,36,9,NM_015225.1,0.63228939
cg11880211,1442,36,17,NM_001317.3,0.848759243
cg11880892,5464,36,10,NM_021129.2,0.046948196
cg11882252,134147,36,5,NM_138809.2,0.066780065
cg11884243,2220,36,9,NM_004108.2,0.828543618
cg11884546,3687,36,16,NM_000887.3,0.117808513
cg11884656,80218,36,3,NM_025146.1,0.065429485
cg11884699,79541,36,6,NM_030908.1,0.736091488
cg11884792,64859,36,2,NM_022837.1,0.056675979
cg11885098,1943,36,19,NM_001405.2,0.287295491
cg11887234,23583,36,12,NM_014311.1,0.118563262
cg11890956,8624,36,21,NM_003720.2,0.037583657
cg11891504,54930,36,14,NM_017815.1,0.051096663
cg11891583,2747,36,X,NM_012084.3,0.384044424
cg11893236,54496,36,16,NM_019023.1,0.035127807
cg11893323,81605,36,9,NM_030914.1,0.06444933
cg11896271,56666,36,22,NM_052839.2,0.080871641
cg11896345,124935,36,17,NM_152346.1,0.039326629
cg11896923,5409,36,17,NM_002686.2,0.222152001
cg11897314,51334,36,5,NM_016644.1,0.050698709
cg11898695,171558,36,6,NM_138296.1,0.793086663
cg11899895,8887,36,7,NM_006024.4,0.055650367
cg11901954,25896,36,1,NM_015434.1,0.088087572
cg11902458,3782,36,1,NM_002249.3,0.124944931
cg11903057,399,36,4,NM_004310.2,0.301475484
cg11903096,5527,36,14,NM_178586.1,0.081964005
cg11903151,388152,36,15,NM_203426.1,0.089556358
cg11903880,2948,36,1,NM_000850.3,0.66969259
cg11904887,79594,36,1,NM_024544.1,0.047940997
cg11905488,160364,36,12,NM_138337.3,0.642354018
cg11905589,51247,36,5,NM_016480.3,0.087604965
cg11905617,27252,36,1,NM_014458.3,0.058278744
cg11906718,25897,36,8,NM_015435.3,0.128309619
cg11908570,9674,36,1,NM_014656.1,0.114622884
cg11909310,85865,36,7,NM_033107.1,0.073148266
cg11909865,120379,36,11,NM_138789.2,0.05598707
cg11911418,55520,36,18,NM_018696.2,0.909605457
cg11911951,65259,36,16,NM_023076.2,0.8047099
cg11912049,363,36,12,NM_001652.2,0.030371141
cg11913104,5886,36,19,NM_005053.2,0.03441587
cg11913615,93107,36,16,NM_133490.2,0.143441038
cg11916186,9967,36,1,NM_005119.2,0.03707297
cg11916609,9173,36,2,NM_016232.4,0.55793108
cg11917694,57559,36,10,NM_020799.2,0.057991077
cg11919271,64805,36,3,NM_022788.3,0.677502674
cg11919694,26000,36,16,NM_015527.2,0.118412934
cg11920519,84557,36,20,NM_181509.1,0.781310472
cg11921829,79368,36,1,NM_030764.2,0.578824709
cg11928198,79005,36,1,NM_024041.2,0.410318842
cg11928366,4713,36,19,NM_004146.4,0.038720334
cg11928635,24149,36,6,NM_014345.1,0.044044231
cg11930592,4487,36,4,NT_006051.17,0.038716854
cg11932564,115650,36,22,NM_052945.2,0.051399639
cg11933267,64600,36,1,NM_022819.2,0.739153791
cg11933375,55238,36,16,NM_018231.1,0.053115012
cg11934695,146,36,20,NM_000678.2,0.059499433
cg11935147,9659,36,1,NM_001002812.1,0.152580853
cg11935638,1962,36,3,NM_001966.2,0.244987123
cg11939047,79664,36,15,NM_024611.4,0.025041233
cg11939071,1840,36,12,NM_004416.2,0.052738799
cg11939496,51744,36,1,NM_016382.2,0.662545817
cg11943820,85450,36,10,NM_033397.2,0.814882495
cg11944101,959,36,X,NM_000074.2,0.765992752
cg11944393,9126,36,10,NM_005445.3,0.043919524
cg11946165,1513,36,1,NM_000396.2,0.745704985
cg11946503,4762,36,5,NT_034772.5,0.253073249
cg11946769,10201,36,3,NM_005793.3,0.030064104
cg11947493,8793,36,8,NM_003840.3,0.096472835
cg11948328,51144,36,11,NM_016142.1,0.109689835
cg11951066,84922,36,19,NM_032836.1,0.889287291
cg11951446,10063,36,3,NM_005694.1,0.087863966
cg11952714,51375,36,1,NM_015976.2,0.165652777
cg11953334,2906,36,19,NM_000836.1,0.113053126
cg11953824,8518,36,9,NM_003640.2,0.673596126
cg11953868,140832,36,20,NM_080753.2,0.10682953
cg11956146,26256,36,18,NM_012189.2,0.085498485
cg11957040,5518,36,19,NM_014225.3,0.024451845
cg11957880,7334,36,12,NM_003348.3,0.026938879
cg11957986,5222,36,11,NM_014224.1,0.811576288
cg11959435,3439,36,9,NM_024013.1,0.823939526
cg11959821,9238,36,7,NM_199122.1,0.042279171
cg11960393,4015,36,5,NM_002317.3,0.061822223
cg11961618,7262,36,11,NM_003311.3,0.085195337
cg11964474,672,36,17,NM_007294.2,0.793212231
cg11964613,415,36,X,NM_000047.1,0.656966312
cg11965370,50863,36,11,NM_016522.2,0.108102015
cg11970301,5531,36,16,NM_002720.1,0.048299997
cg11970458,29108,36,16,NT_010393.15,0.158074331
cg11973052,8651,36,16,NT_010393.15,0.021049663
cg11973688,2356,36,9,NM_004957.4,0.032257178
cg11976048,79154,36,17,NM_024308.2,0.034053689
cg11976166,7042,36,1,NM_003238.1,0.162549409
cg11976616,729,36,5,NM_000065.1,0.72693913
cg11976790,1755,36,10,NM_004406.1,0.316223946
cg11977634,780,36,6,NM_001954.3,0.04272581
cg11979312,8743,36,3,NM_003810.2,0.815291591
cg11979382,56257,36,7,NM_019606.4,0.044683349
cg11979959,55959,36,20,NM_018837.2,0.068058922
cg11980188,120227,36,11,NM_024514.4,0.055294983
cg11980435,27113,36,19,NM_014417.2,0.092463791
cg11981599,2626,36,8,NT_077531.3,0.167542334
cg11981631,6833,36,11,NM_000352.2,0.053525535
cg11983245,3866,36,17,NM_002275.2,0.679125883
cg11984608,10686,36,3,NM_006580.2,0.82554759
cg11985856,56681,36,10,NM_020150.3,0.051171144
cg11990309,3354,36,6,NM_000865.1,0.187501061
cg11991627,140680,36,20,NM_153269.1,0.044839007
cg11991859,64067,36,14,NM_022123.1,0.045247409
cg11993300,8509,36,10,NM_003635.2,0.019271464
cg11993754,2064,36,17,NT_010755.15,0.11817745
cg11995303,84259,36,11,NM_032299.2,0.039034286
cg11995732,79159,36,22,NM_024313.1,0.033432847
cg11997899,1749,36,7,NM_005221.4,0.220504625
cg11998307,8578,36,17,NM_145349.1,0.795853322
cg11999384,2896,36,17,NM_002087.2,0.048072387
cg12000587,55352,36,17,NM_018405.2,0.194330654
cg12001148,283212,36,11,NM_173583.1,0.061988049
cg12002314,54108,36,8,NM_017444.3,0.042015314
cg12003230,114038,36,21,NM_153752.1,0.798072476
cg12004206,138151,36,9,NM_144653.3,0.05520473
cg12004730,30851,36,17,NM_014604.2,0.036364368
cg12005098,387700,36,10,NM_213606.1,0.039412969
cg12005703,51409,36,3,NM_016173.3,0.047701849
cg12006284,7490,36,11,NT_009237.17,0.266728951
cg12008118,11155,36,10,NM_007078.1,0.778787664
cg12010995,1581,36,8,NM_000780.2,0.672031006
cg12011267,23368,36,14,NM_015316.1,0.101006922
cg12012699,54808,36,18,NM_017653.2,0.039504646
cg12013321,2729,36,6,NM_001498.2,0.165509664
cg12014368,56246,36,21,NM_178817.3,0.723566622
cg12014417,338442,36,12,NM_177551.3,0.430685014
cg12017007,57649,36,17,NM_020889.2,0.043839236
cg12018696,6434,36,3,NM_004593.1,0.05834415
cg12019109,563,36,7,NM_001185.2,0.773323034
cg12020639,10768,36,1,NM_006621.3,0.039217496
cg12022621,54900,36,1,NM_017773.2,0.446365184
cg12024292,23245,36,9,NM_198188.1,0.101523229
cg12024906,284459,36,19,NM_181786.2,0.187332936
cg12025941,5992,36,12,NM_002920.3,0.117535408
cg12026394,10541,36,9,NM_006401.1,0.038706488
cg12026956,3842,36,5,NM_002270.2,0.054542553
cg12029639,4081,36,13,NM_005584.2,0.325268207
cg12032009,54832,36,15,NM_017684.3,0.067680608
cg12032049,4025,36,17,NM_006151.1,0.790133451
cg12032116,1657,36,5,NM_005509.3,0.061830739
cg12032620,7158,36,15,NM_005657.1,0.050967364
cg12034229,3364,36,7,NM_004507.2,0.027283401
cg12038710,1015,36,8,NM_004063.2,0.848681599
cg12040555,4255,36,10,NT_008818.15,0.890448257
cg12041387,1749,36,7,NT_007933.14,0.232059007
cg12042396,254042,36,2,NM_199227.1,0.093142205
cg12042678,79723,36,10,NM_024670.3,0.019180275
cg12043807,195828,36,9,NM_153695.2,0.030182858
cg12044210,321,36,15,NM_005503.2,0.863835752
cg12044689,84641,36,9,NM_032558.1,0.88746205
cg12044889,4835,36,6,NM_000904.1,0.038751773
cg12045002,56896,36,2,NM_020134.2,0.116895533
cg12045676,23373,36,19,NM_025021.1,0.088231452
cg12045829,8742,36,17,NM_153012.1,0.276282801
cg12051359,64798,36,8,NM_022783.1,0.031493521
cg12052258,6282,36,1,NM_005620.1,0.046035017
cg12052765,1103,36,10,NM_020986.1,0.136111397
cg12053284,6860,36,18,NM_020783.2,0.055736528
cg12054080,25782,36,1,NM_012414.2,0.057240085
cg12054421,23178,36,2,NM_015148.2,0.056896814
cg12056618,51621,36,15,NM_015995.2,0.027422967
cg12058490,2,36,12,NM_000014.4,0.660508156
cg12059012,51099,36,3,NM_016006.3,0.025045842
cg12061127,259240,36,20,NM_147198.2,0.816981336
cg12061236,9590,36,6,NM_005100.2,0.314275621
cg12062464,8850,36,3,NM_003884.3,0.021092636
cg12062492,10901,36,14,NM_021004.2,0.197766865
cg12062995,5981,36,4,NM_002913.3,0.080745343
cg12063359,60598,36,20,NM_022358.2,0.036611118
cg12064213,55841,36,X,NM_015691.2,0.188794223
cg12064626,6450,36,21,NM_007341.2,0.051717979
cg12064929,84332,36,10,NM_032372.3,0.673355557
cg12066181,1788,36,2,NM_022552.3,0.04523616
cg12067261,3641,36,9,NM_002195.1,0.829032945
cg12067287,8736,36,18,NM_003803.2,0.812299687
cg12069042,5364,36,3,NM_002673.3,0.617420827
cg12069309,7869,36,3,NT_022517.17,0.24010932
cg12071073,83446,36,13,NM_031290.1,0.838552722
cg12071544,114990,36,16,NM_138440.1,0.075949553
cg12072001,10417,36,4,NM_012445.1,0.252816994
cg12072803,23030,36,19,NM_015015.1,0.050917233
cg12072973,51177,36,1,NM_016274.3,0.055929059
cg12073537,84790,36,12,NM_032704.2,0.117334432
cg12073594,55738,36,20,NM_018209.2,0.200007927
cg12073779,1421,36,2,NM_006891.2,0.264078229
cg12073949,57521,36,17,NM_020761.1,0.040767542
cg12076344,10999,36,9,NM_005094.2,0.037552614
cg12078929,94009,36,22,NM_170694.1,0.136188719
cg12079362,533,36,1,NM_004047.2,0.091700083
cg12080675,23061,36,5,NM_198868.2,0.080603305
cg12080812,23625,36,11,NM_152832.1,0.920381787
cg12081743,9734,36,7,NM_058176.1,0.126253453
cg12082129,9159,36,11,NM_004716.2,0.095686392
cg12082568,10370,36,6,NM_006079.3,0.049769326
cg12082615,9869,36,1,NM_012432.2,0.046069314
cg12085044,8883,36,16,NM_003905.3,0.184648404
cg12085225,23064,36,9,NM_015046.4,0.026170572
cg12085660,126299,36,19,NM_182498.2,0.096471788
cg12086773,27249,36,2,NM_015702.1,0.043647009
cg12087643,2674,36,10,NM_005264.2,0.073694952
cg12089169,11272,36,12,NM_007244.1,0.879554932
cg12089439,7991,36,8,NM_006765.2,0.138260351
cg12089698,375686,36,8,NM_198572.1,0.545460875
cg12090242,529,36,22,NM_001696.2,0.109551613
cg12090388,6135,36,1,NM_000975.2,0.060754576
cg12091331,5327,36,8,NM_000930.2,0.335747724
cg12091944,580,36,2,NM_000465.1,0.183649214
cg12095167,5862,36,8,NM_002865.1,0.152234905
cg12095491,831,36,5,NM_001750.4,0.814630213
cg12097239,55207,36,3,NM_018184.2,0.080724228
cg12099032,51314,36,7,NM_016616.2,0.950657328
cg12099051,25939,36,20,NM_015474.2,0.094092565
cg12099357,199870,36,1,NM_152660.1,0.040964021
cg12100077,55975,36,7,NM_018846.2,0.042369107
cg12100791,29108,36,16,NM_013258.3,0.321360396
cg12104707,79088,36,19,NM_024106.1,0.063992691
cg12105450,843,36,2,NM_001230.3,0.20664935
cg12106731,23154,36,1,NM_014284.2,0.051020116
cg12106945,1305,36,10,NM_005203.3,0.043757978
cg12107692,83596,36,19,NM_138639.1,0.048767166
cg12108912,80775,36,2,NM_030577.1,0.682359688
cg12109455,10570,36,10,NM_006426.1,0.095379775
cg12110626,201158,36,17,NM_145301.1,0.125250484
cg12111697,148254,36,19,NM_152791.3,0.037831956
cg12111714,51761,36,13,NM_016529.3,0.284987768
cg12112929,2827,36,1,NM_005281.2,0.062540734
cg12113075,115825,36,13,NM_052950.2,0.044751928
cg12113132,23582,36,15,NM_012142.2,0.641280417
cg12113819,23389,36,12,NM_015335.2,0.395021535
cg12113932,10616,36,20,NM_031227.1,0.046745549
cg12114524,7135,36,1,NM_003281.3,0.74746252
cg12116020,5566,36,19,NM_002730.3,0.047007627
cg12118011,6646,36,1,NM_003101.4,0.049391764
cg12118437,57109,36,9,NM_020385.2,0.613856138
cg12118465,80303,36,2,NM_025202.2,0.074528347
cg12119029,8558,36,16,NM_003674.2,0.332491252
cg12120741,1910,36,13,NT_024524.13,0.57051928
cg12124478,128239,36,1,NM_178229.3,0.080812811
cg12124516,4175,36,2,NM_005915.4,0.059347098
cg12125117,222487,36,16,NM_170776.3,0.546252241
cg12125691,1345,36,8,NM_004374.2,0.04057918
cg12126248,4698,36,7,NM_005000.2,0.09867731
cg12126786,9522,36,5,NM_052822.2,0.039038538
cg12127282,3233,36,2,NM_014621.2,0.363784466
cg12128017,284656,36,1,NM_173641.1,0.089538678
cg12128839,3202,36,7,NM_019102.2,0.289360571
