Name,Gene_ID,GenomeBuild,Chr,MapInfo,SourceVersion,goldstandard2
cg12051359,64798,36,8,120955332,36.1,0.022445402
cg12052258,6282,36,1,150275908,36.1,0.048923956
cg12052765,1103,36,10,50486969,36.1,0.078324262
cg12053284,6860,36,18,39111254,36.1,0.065935867
cg12054080,25782,36,1,218512666,36.1,0.06370783
cg12054421,23178,36,2,241738937,36.1,0.061321733
cg12056618,51621,36,15,29407241,36.1,0.009651838
cg12059012,51099,36,3,43708238,36.1,0.022560177
cg12061127,259240,36,20,43693326,36.1,0.887018019
cg12061236,9590,36,6,151602579,36.1,0.184320405
cg12062464,8850,36,3,20056586,36.1,0.012554192
cg12062995,5981,36,4,39044607,36.1,0.074318785
cg12063359,60598,36,20,42808046,36.1,0.013303124
cg12064626,6450,36,21,39739766,36.1,0.044275002
cg12064929,84332,36,10,82105427,36.1,0.645538922
cg12066181,1788,36,2,25418792,36.1,0.04772786
cg12067261,3641,36,9,5221539,36.1,0.8271892
cg12067287,8736,36,18,3211598,36.1,0.814808117
cg12069042,5364,36,3,48441704,36.1,0.920165052
cg12071073,83446,36,13,51334282,36.1,0.87976341
cg12071544,114990,36,16,4362229,36.1,0.026579164
cg12072001,10417,36,4,1156767,36.1,0.238574594
cg12072803,23030,36,19,4919558,36.1,0.05713092
cg12072973,51177,36,1,148388351,36.1,0.0341457
cg12073779,1421,36,2,208697714,36.1,0.11027194
cg12073949,57521,36,17,76133677,36.1,0.042722951
cg12076344,10999,36,9,130142428,36.1,0.042768265
cg12078929,94009,36,22,41226632,36.1,0.01936338
cg12079362,533,36,1,44212747,36.1,0.073380739
cg12080675,23061,36,5,179267829,36.1,0.055638286
cg12080812,23625,36,11,65092788,36.1,0.966721802
cg12081743,9734,36,7,18502024,36.1,0.14985237
cg12082129,9159,36,11,116607673,36.1,0.083516511
cg12082568,10370,36,6,139738071,36.1,0.03814383
cg12082615,9869,36,1,149165317,36.1,0.04136778
cg12085044,8883,36,16,65422578,36.1,0.227822224
cg12085225,23064,36,9,134220077,36.1,0.032384547
cg12085660,126299,36,19,48815944,36.1,0.05816292
cg12086773,27249,36,2,150152682,36.1,0.056892599
cg12087643,2674,36,10,118023360,36.1,0.047507478
cg12089169,11272,36,12,10892863,36.1,0.894801394
cg12089439,7991,36,8,15442704,36.1,0.211991279
cg12090388,6135,36,1,23890943,36.1,0.037197998
cg12091331,5327,36,8,42184471,36.1,0.545632626
cg12095491,831,36,5,96057762,36.1,0.704976953
cg12099032,51314,36,7,37855270,36.1,0.963092304
cg12099357,199870,36,1,27924632,36.1,0.0353593
cg12100791,29108,36,16,31121918,36.1,0.134893499
cg12104707,79088,36,19,9510470,36.1,0.085913449
cg12105450,843,36,2,201756345,36.1,0.162157885
cg12106731,23154,36,1,35795866,36.1,0.063866085
cg12107692,83596,36,19,54859838,36.1,0.066965934
cg12108912,80775,36,2,120152419,36.1,0.788238206
cg12109455,10570,36,10,133850727,36.1,0.06493486
cg12111697,148254,36,19,2792391,36.1,0.028286297
cg12111714,51761,36,13,24941472,36.1,0.254771817
cg12112929,2827,36,1,27591445,36.1,0.089044134
cg12113132,23582,36,15,41264215,36.1,0.824812733
cg12113819,23389,36,12,115200537,36.1,0.527750668
cg12113932,10616,36,20,336401,36.1,0.059472479
cg12114524,7135,36,1,199657417,36.1,0.788592109
cg12116020,5566,36,19,14089622,36.1,0.031164024
cg12118011,6646,36,1,177529918,36.1,0.042855415
cg12118465,80303,36,2,233205893,36.1,0.063212449
cg12119029,8558,36,16,88280380,36.1,0.463995648
cg12120741,1910,36,13,77390307,36.1,0.765013458
cg12124478,128239,36,1,154809104,36.1,0.10022981
cg12124516,4175,36,2,136350614,36.1,0.0545699
cg12125691,1345,36,8,100975238,36.1,0.040612375
cg12126248,4698,36,7,122984993,36.1,0.117942247
cg12126786,9522,36,5,77692274,36.1,0.007825306
cg12127282,3233,36,2,176722931,36.1,0.300377215
cg12128017,284656,36,1,38003356,36.1,0.049946711
cg12128839,3202,36,7,27149961,36.1,0.567730849
cg12128876,8202,36,20,45564435,36.1,0.026273353
cg12130692,7957,36,6,146098766,36.1,0.070374574
cg12133004,121273,36,12,47162427,36.1,0.978577318
cg12133444,51133,36,1,213807047,36.1,0.168782487
cg12135976,160728,36,12,100128278,36.1,0.189188936
cg12137206,57678,36,10,113933387,36.1,0.061318907
cg12144803,8997,36,3,125296073,36.1,0.877702103
cg12145907,56098,36,5,140845018,36.1,0.134914103
cg12146151,3691,36,17,71228540,36.1,0.357178342
cg12148919,5796,36,6,128883398,36.1,0.033982559
cg12149391,1739,36,3,198510250,36.1,0.044673105
cg12150066,2782,36,1,1813165,36.1,0.054871698
cg12150401,50833,36,7,122422758,36.1,0.735236444
cg12152256,57862,36,14,73423462,36.1,0.017956078
cg12153542,28954,36,20,29526790,36.1,0.032987923
cg12163132,6909,36,17,56830699,36.1,0.272835809
cg12163490,1009,36,16,63713342,36.1,0.053001888
cg12164282,7837,36,2,1727119,36.1,0.048872174
cg12167239,6576,36,22,17546808,36.1,0.01695572
cg12167564,1130,36,1,234113657,36.1,0.432395702
cg12168164,6897,36,5,33476820,36.1,0.043304952
cg12177001,3429,36,14,93645901,36.1,0.857005152
cg12177023,7337,36,15,23234344,36.1,0.032423176
cg12177677,9595,36,2,158008721,36.1,0.099123563
cg12177743,54970,36,11,112690289,36.1,0.044134309
cg12179044,10985,36,12,119116747,36.1,0.045130247
cg12180123,64895,36,2,60836698,36.1,0.021186242
cg12181621,8354,36,6,27948047,36.1,0.086483966
cg12182525,140458,36,4,177427315,36.1,0.789328238
cg12185908,151648,36,3,20202520,36.1,0.060345808
cg12187213,56999,36,3,64648781,36.1,0.04171949
cg12188416,8626,36,3,190831697,36.1,0.61750911
cg12188482,124936,36,17,3993612,36.1,0.017300076
cg12188560,1271,36,9,34581192,36.1,0.03843212
cg12188860,116447,36,8,144487860,36.1,0.763650207
cg12189880,171177,36,15,38953509,36.1,0.02647431
cg12194493,54872,36,4,483061,36.1,0.022494286
cg12195135,201514,36,19,63611124,36.1,0.0645013
cg12195695,79637,36,17,70618112,36.1,0.039306253
cg12197254,83986,36,16,225159,36.1,0.035996673
cg12200412,913,36,1,156590955,36.1,0.549294938
cg12202913,79002,36,19,12707618,36.1,0.820433075
cg12203852,5926,36,14,57834996,36.1,0.027814431
cg12205047,3321,36,1,117011477,36.1,0.052258721
cg12205230,7170,36,1,152431575,36.1,0.15532188
cg12205591,1409,36,21,43461621,36.1,0.317971749
cg12206093,83786,36,11,64910964,36.1,0.024640177
cg12213457,56994,36,12,100615111,36.1,0.086000093
cg12213910,135250,36,6,150252904,36.1,0.808981709
cg12216205,25957,36,6,99970531,36.1,0.823968445
cg12219753,25941,36,18,32662899,36.1,0.018559362
cg12220493,7080,36,14,36059895,36.1,0.019084094
cg12224394,14,36,2,218843032,36.1,0.045534254
cg12227762,64841,36,14,52327697,36.1,0.047019828
cg12228229,1742,36,17,7062985,36.1,0.93250123
cg12228611,23759,36,22,20350169,36.1,0.063626625
cg12228707,133,36,11,10283165,36.1,0.0278681
cg12229172,4258,36,4,140806597,36.1,0.040094763
cg12229387,2520,36,17,37120854,36.1,0.638057644
cg12230010,1979,36,10,71833724,36.1,0.090551451
cg12232274,84918,36,6,150227547,36.1,0.098468234
cg12232463,164832,36,2,100293082,36.1,0.632569882
cg12236045,347731,36,10,68355848,36.1,0.171736025
cg12237269,6588,36,11,107087944,36.1,0.755188188
cg12237946,161779,36,15,32181668,36.1,0.145341386
cg12238343,51289,36,5,33972159,36.1,0.036942098
cg12239750,5832,36,10,97406556,36.1,0.008263774
cg12240237,80112,36,7,73584338,36.1,0.757723284
cg12240824,10778,36,18,31124174,36.1,0.05718954
cg12241125,7458,36,7,73227395,36.1,0.056048811
cg12241297,10949,36,5,137118306,36.1,0.109066589
cg12243255,64651,36,3,39169553,36.1,0.007408901
cg12245996,5588,36,10,6662783,36.1,0.082350252
cg12246527,5607,36,15,65621784,36.1,0.022160488
cg12247247,9349,36,17,34263387,36.1,0.134453243
cg12249575,7080,36,14,36058556,36.1,0.062045954
cg12251804,282969,36,10,135021073,36.1,0.037013062
cg12254515,79139,36,8,124123271,36.1,0.039144401
cg12256080,29777,36,6,26704979,36.1,0.048652024
cg12256228,6015,36,6,33284591,36.1,0.033907103
cg12259256,84336,36,17,39447957,36.1,0.072463023
cg12259537,80095,36,19,63206506,36.1,0.11372335
cg12261786,10974,36,10,88717810,36.1,0.703316644
cg12262564,128239,36,1,154808727,36.1,0.073419233
cg12263485,23468,36,12,52959998,36.1,0.088699294
cg12264551,283377,36,12,55148637,36.1,0.028590753
cg12265604,3038,36,16,67697069,36.1,0.059339015
cg12265829,196883,36,14,23873862,36.1,0.043923634
cg12266024,84668,36,7,23020437,36.1,0.053486483
cg12266049,595,36,11,69170515,36.1,0.961115089
cg12266551,10452,36,19,50086464,36.1,0.031975921
cg12268344,5619,36,16,11282224,36.1,0.877445935
cg12269343,6400,36,14,81070186,36.1,0.057518388
cg12270520,340385,36,8,145994743,36.1,0.029313652
cg12271587,7270,36,9,134272614,36.1,0.84232333
cg12274479,3339,36,1,22137102,36.1,0.87552919
cg12274567,117157,36,1,160648823,36.1,0.85097068
cg12275348,8835,36,12,92490176,36.1,0.031353272
cg12276904,8971,36,3,130517867,36.1,0.010795355
cg12277666,163589,36,1,177827493,36.1,0.089721191
cg12279128,400916,36,22,22439851,36.1,0.054511091
cg12280407,115207,36,13,76358323,36.1,0.018901486
cg12281657,145376,36,14,64086348,36.1,0.057995503
cg12287813,9648,36,2,108432158,36.1,0.044228813
cg12288726,381,36,7,127015093,36.1,0.792722546
cg12289045,84258,36,19,55833173,36.1,0.569809435
cg12290002,26271,36,6,153345881,36.1,0.017415638
cg12291552,27333,36,3,169296342,36.1,0.009178282
cg12292686,196743,36,10,135042092,36.1,0.047957532
cg12293634,284996,36,2,101291099,36.1,0.026202891
cg12294121,2560,36,4,46728332,36.1,0.104289242
cg12297221,116969,36,11,3619948,36.1,0.024819828
cg12302621,9154,36,15,83227915,36.1,0.865501867
cg12304441,9958,36,12,60940133,36.1,0.04772709
cg12308275,9333,36,15,41346147,36.1,0.802258482
cg12311132,5954,36,11,32068730,36.1,0.298004654
cg12313568,6311,36,12,110522029,36.1,0.042391915
cg12314510,140735,36,17,53516062,36.1,0.089653374
cg12315311,284415,36,19,59260255,36.1,0.163282654
cg12315959,56521,36,10,69268604,36.1,0.86234839
cg12315997,6133,36,4,39138063,36.1,0.118548374
cg12316147,57704,36,9,35738890,36.1,0.066588116
cg12317456,4313,36,16,54070369,36.1,0.046824492
cg12317676,10498,36,19,10842810,36.1,0.043522421
cg12318316,4708,36,7,140042816,36.1,0.100958677
cg12319004,10637,36,1,224144860,36.1,0.852172163
cg12320306,133,36,11,10283499,36.1,0.02503875
cg12320676,1876,36,2,11523165,36.1,0.133689308
cg12322132,51214,36,11,2122232,36.1,0.019618111
cg12323894,1622,36,2,119840477,36.1,0.02771164
cg12324144,151827,36,3,171014357,36.1,0.137384178
cg12324629,9706,36,17,19712140,36.1,0.684469874
cg12331389,5950,36,10,95350726,36.1,0.040933972
cg12331980,285025,36,2,179457899,36.1,0.622946436
cg12332316,2161,36,5,176769078,36.1,0.900896621
cg12333095,88455,36,12,108921418,36.1,0.018504196
cg12334759,284451,36,19,426154,36.1,0.825839281
cg12335708,1803,36,2,162639249,36.1,0.242299595
cg12336540,92241,36,1,165865617,36.1,0.126232211
cg12336877,11253,36,9,139101146,36.1,0.021349892
cg12337114,50831,36,7,141110040,36.1,0.923378375
cg12339029,4632,36,2,210888147,36.1,0.794810472
cg12339802,54955,36,1,37929132,36.1,0.075204516
cg12340144,9942,36,3,38363812,36.1,0.253997507
cg12341414,85021,36,6,139351376,36.1,0.056584579
cg12343777,247,36,17,7883067,36.1,0.076688166
cg12344605,6416,36,17,11865644,36.1,0.034977039
cg12345724,55038,36,14,104559411,36.1,0.017649584
cg12346515,23600,36,5,34044188,36.1,0.021249871
cg12346881,91975,36,5,150264078,36.1,0.750451601
cg12347740,146433,36,16,69237881,36.1,0.909981283
cg12348970,25769,36,9,19776543,36.1,0.867733181
cg12351042,81697,36,6,27987728,36.1,0.62871131
cg12351433,3973,36,2,48836461,36.1,0.179050503
cg12352006,55954,36,22,28493351,36.1,0.045533466
cg12353516,5598,36,17,19221902,36.1,0.025575317
cg12354377,288,36,10,61819563,36.1,0.827443167
cg12356261,10763,36,1,154913883,36.1,0.062653808
cg12359315,54716,36,3,45812462,36.1,0.178912879
cg12360373,11273,36,16,28741566,36.1,0.036051666
cg12360736,4154,36,3,153468559,36.1,0.17000762
cg12360886,55876,36,17,35327596,36.1,0.862453857
cg12361925,79137,36,2,219751774,36.1,0.038989669
cg12365667,3115,36,6,33151954,36.1,0.155252142
cg12368241,23469,36,6,64413226,36.1,0.779866322
cg12370791,3219,36,17,44058649,36.1,0.017672628
cg12370884,10606,36,4,56995877,36.1,0.06635936
cg12371177,55200,36,12,6289409,36.1,0.948632712
cg12373072,114885,36,3,126796463,36.1,0.128365745
cg12373771,27439,36,22,15981381,36.1,0.058358276
cg12374431,25806,36,2,70980461,36.1,0.034772973
cg12374721,84366,36,17,44154639,36.1,0.155343118
cg12376277,55000,36,22,29695812,36.1,0.069676501
cg12377712,9550,36,9,116389814,36.1,0.045141722
cg12378831,23091,36,13,45524793,36.1,0.057402872
cg12379145,7799,36,1,13903198,36.1,0.95082535
cg12379775,284739,36,20,62140235,36.1,0.014252831
cg12380764,29949,36,1,205037818,36.1,0.327692655
cg12380854,90506,36,17,43262759,36.1,0.780152663
cg12382902,894,36,12,4253960,36.1,0.008675762
cg12385425,200728,36,2,62587080,36.1,0.090797333
cg12387247,2208,36,19,7672974,36.1,0.665424903
cg12388309,57144,36,20,9767805,36.1,0.041091429
cg12390946,3632,36,10,134201187,36.1,0.051030171
cg12391048,83886,36,16,2710337,36.1,0.957060853
cg12391174,55652,36,12,46453772,36.1,0.04832
cg12393697,165215,36,2,187267228,36.1,0.034232566
cg12397274,27283,36,6,54280142,36.1,0.659966197
cg12398332,51704,36,16,19803152,36.1,0.077971039
cg12400881,5493,36,16,4927053,36.1,0.02666835
cg12402251,793,36,8,91163987,36.1,0.027890036
cg12402495,25912,36,1,152459468,36.1,0.014367321
cg12403575,8717,36,16,65752444,36.1,0.047659947
cg12406417,613,36,22,21852551,36.1,0.036891656
cg12406460,10632,36,11,117777206,36.1,0.045083613
cg12406559,55205,36,18,54681282,36.1,0.208390046
cg12411068,6597,36,19,10933235,36.1,0.026675799
cg12412075,64130,36,19,54310237,36.1,0.021149325
cg12413566,165904,36,3,39210370,36.1,0.905660358
cg12417466,10777,36,3,35658823,36.1,0.737656202
cg12419067,78987,36,3,9950156,36.1,0.027036002
cg12420104,58524,36,9,967109,36.1,0.051591954
cg12421458,3068,36,1,154988688,36.1,0.029580287
cg12422450,1113,36,14,92459644,36.1,0.06953434
cg12422683,9645,36,11,12089187,36.1,0.084543782
cg12422968,2643,36,14,54438838,36.1,0.029854416
cg12424817,55353,36,8,98857137,36.1,0.027566144
cg12425673,65125,36,12,733236,36.1,0.026562153
cg12426141,6938,36,15,54998164,36.1,0.046612539
cg12428416,2700,36,13,19615597,36.1,0.861614833
cg12428447,9356,36,11,62509648,36.1,0.673203453
cg12430845,25836,36,5,36912294,36.1,0.043409777
cg12431401,126432,36,19,44061117,36.1,0.079506357
cg12431699,51654,36,20,31453073,36.1,0.025758302
cg12432709,80323,36,18,50778331,36.1,0.816121208
cg12433691,9648,36,2,108431746,36.1,0.049197396
cg12434258,163049,36,19,12582799,36.1,0.029255084
cg12434587,4255,36,10,131155199,36.1,0.017840717
cg12435611,83990,36,17,57295834,36.1,0.11661127
cg12435758,55203,36,4,24641239,36.1,0.013983178
cg12435792,5158,36,4,609375,36.1,0.876595057
cg12437239,27333,36,3,169296817,36.1,0.029106231
cg12437481,10573,36,16,360113,36.1,0.674027148
cg12438037,138162,36,9,137533391,36.1,0.845689612
cg12438666,150590,36,2,99123674,36.1,0.123739735
cg12439773,9356,36,11,62508695,36.1,0.879623173
cg12439899,7020,36,6,10523218,36.1,0.071852845
cg12441928,1230,36,3,46224989,36.1,0.073613192
cg12441964,283847,36,16,65393361,36.1,0.945726717
cg12444340,10181,36,3,50101438,36.1,0.048536244
cg12445208,147949,36,19,61608017,36.1,0.804608614
cg12446644,3927,36,17,34280167,36.1,0.091010365
cg12447832,51112,36,2,3362264,36.1,0.285586288
cg12448933,326624,36,17,70178973,36.1,0.057570239
cg12448934,9746,36,12,7174316,36.1,0.02839739
cg12452675,51,36,17,71486810,36.1,0.021310065
cg12452946,256471,36,4,129106317,36.1,0.089941755
cg12453288,130813,36,2,11190680,36.1,0.052657403
cg12453778,150684,36,2,61986267,36.1,0.061094396
cg12454167,3827,36,3,187917754,36.1,0.48132334
cg12454725,51760,36,16,19086732,36.1,0.015851233
cg12455187,6352,36,17,31232616,36.1,0.755503887
cg12456510,7032,36,21,42644424,36.1,0.896165573
cg12457773,140767,36,6,24234476,36.1,0.121894211
cg12459502,596,36,18,59055217,36.1,0.405136314
cg12460105,5884,36,5,68701529,36.1,0.052154235
cg12460541,3706,36,15,39572852,36.1,0.087519112
cg12463550,27297,36,7,65217138,36.1,0.019361374
cg12467090,5287,36,1,202725762,36.1,0.809198096
cg12467191,1445,36,15,72861121,36.1,0.051126796
cg12467864,9055,36,15,89338975,36.1,0.021554208
cg12468056,7994,36,8,42029118,36.1,0.031807241
cg12473775,29984,36,11,66581226,36.1,0.820584387
cg12476968,9990,36,15,32398121,36.1,0.19005208
cg12477012,4678,36,1,45821801,36.1,0.03642464
cg12477119,51755,36,17,34870996,36.1,0.096022489
cg12478185,6341,36,17,10542726,36.1,0.231990427
cg12478809,9377,36,15,73017806,36.1,0.087537468
cg12478978,10211,36,6,30818745,36.1,0.041086124
cg12480658,1386,36,2,175741394,36.1,0.082620217
cg12484193,142679,36,2,183651714,36.1,0.082953749
cg12489819,2224,36,1,153545482,36.1,0.056734737
cg12489960,6443,36,4,52599782,36.1,0.874868229
cg12491368,196549,36,13,31421340,36.1,0.813820824
cg12491659,202309,36,5,57822113,36.1,0.259464686
cg12491710,3982,36,19,56583338,36.1,0.919919763
cg12493906,56547,36,11,4965887,36.1,0.777787087
cg12497298,79594,36,1,20707088,36.1,0.03709424
cg12497692,27033,36,19,40894929,36.1,0.950765566
cg12497851,57533,36,4,6961827,36.1,0.026684397
cg12499211,9047,36,1,155053267,36.1,0.030210406
cg12503243,55015,36,14,44622864,36.1,0.159892655
cg12504957,4193,36,12,67488327,36.1,0.032852387
cg12506373,790,36,2,27294052,36.1,0.024994684
cg12506971,51166,36,4,171247839,36.1,0.051485936
cg12507125,25937,36,3,150858218,36.1,0.044308759
cg12508214,114907,36,8,124622781,36.1,0.016680438
cg12510502,5002,36,11,2898752,36.1,0.953685843
cg12513379,26538,36,19,15699397,36.1,0.499079919
cg12513481,8631,36,17,43862829,36.1,0.082364767
cg12514506,114879,36,11,3077862,36.1,0.871412797
cg12515371,84988,36,8,145692804,36.1,0.946899735
cg12515638,6424,36,7,37922543,36.1,0.038298425
cg12520111,5478,36,7,44802252,36.1,0.030819422
cg12526025,9215,36,22,32647552,36.1,0.049578884
cg12529228,4807,36,1,158603618,36.1,0.946796828
cg12529801,29035,36,16,9092206,36.1,0.015147383
cg12530270,149095,36,1,153271796,36.1,0.913768946
cg12531003,51157,36,19,60844433,36.1,0.035706259
cg12531542,80168,36,11,75106707,36.1,0.905035402
cg12532169,4692,36,15,21483463,36.1,0.45493192
cg12532500,90627,36,13,32757636,36.1,0.115937209
cg12532667,51705,36,4,101659043,36.1,0.530720448
cg12533010,5684,36,14,57781420,36.1,0.102258516
cg12533335,9013,36,16,82778279,36.1,0.061321853
cg12534466,54977,36,3,39399771,36.1,0.056141954
cg12535715,203100,36,8,38950850,36.1,0.279230073
cg12539975,59335,36,9,132529404,36.1,0.064997463
cg12542281,10443,36,13,32011069,36.1,0.140586172
cg12542604,23294,36,6,34964682,36.1,0.150724009
cg12543649,7059,36,1,153443492,36.1,0.028952525
cg12547930,140870,36,20,43602167,36.1,0.749135833
cg12548064,157567,36,8,101641087,36.1,0.040430792
cg12548454,29968,36,9,80101277,36.1,0.063183771
cg12554476,2813,36,16,20246309,36.1,0.674557837
cg12554573,10039,36,3,51951707,36.1,0.736769784
cg12554819,51455,36,2,99473413,36.1,0.031542607
cg12554857,27306,36,4,95483042,36.1,0.184777349
cg12555334,5723,36,7,56087784,36.1,0.564540338
cg12555907,4155,36,18,72974410,36.1,0.746422675
cg12556134,60436,36,20,34635024,36.1,0.108706403
cg12556325,113763,36,7,149657664,36.1,0.678964542
cg12556991,6155,36,17,38404013,36.1,0.094857191
cg12558519,55295,36,19,18609017,36.1,0.036875821
cg12559031,1748,36,17,45401364,36.1,0.029095259
cg12561748,387032,36,6,28328070,36.1,0.045330255
cg12562500,8192,36,19,6312639,36.1,0.024873049
cg12563178,84898,36,10,20145647,36.1,0.032447853
cg12563480,29916,36,17,43539628,36.1,0.052027824
cg12564453,1071,36,16,55553341,36.1,0.660855042
cg12564962,53820,36,21,37299808,36.1,0.907348207
cg12567315,27075,36,7,16760159,36.1,0.025953491
cg12568776,54566,36,9,111123277,36.1,0.031799894
cg12569173,84923,36,17,68739347,36.1,0.020316302
cg12569516,7227,36,8,116750367,36.1,0.037699682
cg12571423,8900,36,13,35904748,36.1,0.064972026
cg12572011,7337,36,15,23235178,36.1,0.017384583
cg12572278,220323,36,11,119586469,36.1,0.041443591
cg12572545,6307,36,4,166467669,36.1,0.205515422
cg12573766,6188,36,11,74788474,36.1,0.044093718
cg12575181,5283,36,14,67137411,36.1,0.918222812
cg12576700,55755,36,9,122382501,36.1,0.054487502
cg12576844,116842,36,5,132235411,36.1,0.820101478
cg12577610,6603,36,17,59274155,36.1,0.03545261
cg12578166,3784,36,11,2423485,36.1,0.108733549
cg12578480,22921,36,10,23424908,36.1,0.062675016
cg12581035,1911,36,12,8958744,36.1,0.035825656
cg12582008,10562,36,13,52501287,36.1,0.707690653
cg12582959,29903,36,19,60851011,36.1,0.238304663
cg12582965,57194,36,15,23523421,36.1,0.94009723
cg12583908,5984,36,3,188007471,36.1,0.061716237
cg12584718,56257,36,7,99866338,36.1,0.040186601
cg12585282,8761,36,1,39815314,36.1,0.056064392
cg12585943,9374,36,6,32229346,36.1,0.360480144
cg12586262,90338,36,19,58298466,36.1,0.070240198
cg12588299,2853,36,6,167491793,36.1,0.66991109
cg12588301,54544,36,1,150753959,36.1,0.849299747
cg12588476,7589,36,7,99485430,36.1,0.06536464
cg12591323,50485,36,2,216986854,36.1,0.88033202
cg12592463,57035,36,1,25446823,36.1,0.036915399
cg12592779,7559,36,7,6712250,36.1,0.126153375
cg12593411,83854,36,19,10074722,36.1,0.509210718
cg12598178,2837,36,17,77925567,36.1,0.966077915
cg12598198,3316,36,11,111289596,36.1,0.928401135
cg12598364,23464,36,22,36533623,36.1,0.044503358
cg12598575,91272,36,5,172976259,36.1,0.007678921
cg12600197,79661,36,15,73426392,36.1,0.130745576
cg12601757,256435,36,1,76313053,36.1,0.045053177
cg12601987,51655,36,17,17340443,36.1,0.031498477
cg12603043,30846,36,19,52908262,36.1,0.011670693
cg12604192,3744,36,1,110863650,36.1,0.69254548
cg12605747,6124,36,15,64585497,36.1,0.462175953
cg12609467,1605,36,3,49483293,36.1,0.045294559
cg12610070,23555,36,10,70881768,36.1,0.157489727
cg12610744,3851,36,12,51495029,36.1,0.785539727
cg12611860,5286,36,11,17148193,36.1,0.720438172
cg12612336,5635,36,17,71862028,36.1,0.021253943
cg12613383,200150,36,1,240755304,36.1,0.132508581
cg12614105,4852,36,7,24290960,36.1,0.10702399
cg12616277,83850,36,3,139636453,36.1,0.064863818
cg12618251,8324,36,2,202607303,36.1,0.046244591
cg12619162,53828,36,10,43187161,36.1,0.903566076
cg12619509,1775,36,16,2226602,36.1,0.402214703
cg12620111,7621,36,22,22423496,36.1,0.031535648
cg12620499,55686,36,2,216586229,36.1,0.074027949
cg12621514,22943,36,10,53743053,36.1,0.148517584
cg12622273,163175,36,19,40317336,36.1,0.94551786
cg12622986,56751,36,9,134447994,36.1,0.062402429
cg12623088,115752,36,15,64372575,36.1,0.062293864
cg12624523,2822,36,6,24597749,36.1,0.763693412
cg12624641,90141,36,14,89490322,36.1,0.335227491
cg12626411,10216,36,1,184532388,36.1,0.586845966
cg12627583,316,36,2,201158976,36.1,0.049537875
cg12628062,29893,36,17,37982924,36.1,0.04268565
cg12628956,317671,36,5,95008441,36.1,0.033379286
cg12629083,29843,36,12,46785551,36.1,0.037397144
cg12629244,9917,36,1,177260978,36.1,0.866858889
cg12629325,56135,36,5,140286642,36.1,0.129583698
cg12629515,8348,36,6,27967790,36.1,0.65079355
cg12631737,2526,36,11,93916838,36.1,0.031895526
cg12635664,56681,36,10,71600592,36.1,0.02228366
cg12638745,150082,36,21,39738334,36.1,0.323274246
cg12639234,10,36,8,18293244,36.1,0.607670695
cg12641660,8458,36,1,117403652,36.1,0.056753309
cg12643449,3475,36,7,111849574,36.1,0.230389043
cg12644353,10096,36,2,114364257,36.1,0.079062333
cg12645220,57144,36,20,9767272,36.1,0.060372037
cg12646585,55093,36,8,124498598,36.1,0.074780746
cg12647320,23126,36,1,149699846,36.1,0.740979833
cg12647587,142827,36,10,96944242,36.1,0.82489465
cg12647643,5783,36,4,87734208,36.1,0.065530827
cg12648263,5283,36,14,67136843,36.1,0.020763282
cg12648583,26269,36,4,175441823,36.1,0.066362716
cg12650011,23554,36,7,120285516,36.1,0.048834812
cg12650635,359,36,12,48630730,36.1,0.804975461
cg12651014,221016,36,10,32775298,36.1,0.057284419
cg12657853,3298,36,6,122762628,36.1,0.021748707
cg12658552,9169,36,12,44609923,36.1,0.738934553
cg12658982,222171,36,7,29570066,36.1,0.023342033
cg12661229,389119,36,3,49815151,36.1,0.033066169
cg12661964,3430,36,17,38411303,36.1,0.896356869
cg12662162,64771,36,6,34772865,36.1,0.481266458
cg12663253,5295,36,5,67558288,36.1,0.88849469
cg12671744,2166,36,1,46632361,36.1,0.572303327
cg12674192,84549,36,8,33462319,36.1,0.03376362
cg12675800,122553,36,14,38709198,36.1,0.047097321
cg12676081,55781,36,5,96544477,36.1,0.126397938
cg12680071,1340,36,19,40830902,36.1,0.036618201
cg12681402,22895,36,12,111714372,36.1,0.151757536
cg12682367,400110,36,13,23421698,36.1,0.733831458
cg12683641,43847,36,19,56278914,36.1,0.958919953
cg12683929,2647,36,12,54395860,36.1,0.175750496
cg12685200,5641,36,14,92284676,36.1,0.023174344
cg12686016,3198,36,7,27102002,36.1,0.046956257
cg12686915,8667,36,8,117837513,36.1,0.146332146
cg12687922,333926,36,1,113059395,36.1,0.037646635
cg12688043,4134,36,3,48104948,36.1,0.064858416
cg12688215,112970,36,1,52271816,36.1,0.013524035
cg12688670,3835,36,16,29709103,36.1,0.188384537
cg12689475,113000,36,16,777843,36.1,0.091117899
cg12691366,29094,36,2,64535237,36.1,0.013704061
cg12693135,9146,36,17,77261529,36.1,0.015137713
cg12694870,3242,36,12,120781063,36.1,0.877902413
cg12696750,7802,36,1,37795053,36.1,0.110097432
cg12697789,7098,36,4,187227419,36.1,0.145611328
cg12699145,79905,36,16,18903138,36.1,0.149996343
cg12699371,2587,36,18,73090412,36.1,0.076986148
cg12701576,5824,36,1,158521232,36.1,0.045025247
cg12703269,9051,36,15,75073287,36.1,0.756455627
cg12706983,80345,36,6,28200218,36.1,0.103552239
cg12709412,29919,36,18,19336999,36.1,0.03850801
cg12711530,27302,36,2,68952789,36.1,0.608357113
cg12711814,2023,36,1,8862116,36.1,0.030836642
cg12712746,25813,36,22,42682703,36.1,0.035510022
